sizmek_bidstream_raw.user_id,sizmek_bidstream_raw.household_cluster_id,sizmek_bidstream_raw.zeta_user_id,sizmek_bidstream_raw.account_id,sizmek_bidstream_raw.url,sizmek_bidstream_raw.referrer_url,sizmek_bidstream_raw.city_code,sizmek_bidstream_raw.state_code,sizmek_bidstream_raw.zip_code,sizmek_bidstream_raw.dma_code,sizmek_bidstream_raw.country_code,sizmek_bidstream_raw.user_agent,sizmek_bidstream_raw.mobile_id,sizmek_bidstream_raw.ip,sizmek_bidstream_raw.server_timestamp,sizmek_bidstream_raw.dt
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,3103824,,,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,31.0.26.0,1624622086664,20210625
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,3103824,,,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,31.0.26.0,1624622151478,20210625
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,3103824,,,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,31.0.26.0,1624622086666,20210625
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,771690,,05-610,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,185.251.84.0,1624594762117,20210625
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,3103824,,,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,31.0.26.0,1624622151479,20210625
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,771690,,05-610,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,185.251.84.0,1624636763447,20210625
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,3103824,,,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,31.0.26.0,1624622086665,20210625
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,3103824,,,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,31.0.26.0,1624622086503,20210625
163543465731194,,NULL,19967,http://mob.app.de.wetteronline.wetterapp,,3103824,,,,PL,"Mozilla/5.0 (Linux; Android 11; SM-A715F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",b7f4d610-7879-4394-aa2b-bfb9f2b1c25b,31.0.26.0,1624622151478,20210625
217255651245882,,NULL,19967,http://mob.app.com.wemesh.android,,3698350,LAM,,,PE,"Mozilla/5.0 (Linux; Android 11; M2003J15SC Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",817099e1-e827-4844-b4de-700e95df1846,179.6.46.0,1624655389369,20210625
217255651245882,,NULL,19967,http://mob.app.org.zwanoo.android.speedtest,,3698350,LAM,,,PE,"Mozilla/5.0 (Linux; Android 11; M2003J15SC Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.101 Mobile Safari/537.36 (Mobile; afma-sdk-a-v212116046.212116046.0)",817099e1-e827-4844-b4de-700e95df1846,179.6.46.0,1624659173145,20210625
